rainfall_mm,aqi,zone_risk,hours_per_week,vehicle_age_yrs,past_claims,gig_tenure_yrs,premium_tier
10.54,150.53,2,75.0,2.7,1,0.5,1
7.98,135.74,3,68.0,0.7,0,6.7,1
1.29,154.6,3,40.2,2.7,1,5.9,1
0.54,119.29,1,82.7,2.1,0,5.8,0
132.0,23.72,2,38.1,8.8,0,1.1,1
16.75,272.53,1,57.3,0.0,0,3.5,0
14.55,159.32,2,21.9,15.0,1,8.1,1
34.15,173.89,1,82.6,3.9,1,1.7,0
7.39,146.53,2,62.1,0.7,0,8.8,0
89.85,105.89,2,65.7,0.2,0,1.2,1
46.3,138.84,2,14.9,3.1,1,1.7,1
2.81,54.04,1,66.5,1.1,0,4.8,0
16.22,286.63,3,67.3,1.4,1,9.5,1
63.39,75.93,1,59.7,1.1,1,3.3,0
86.87,88.08,1,31.6,4.2,1,6.6,0
18.9,123.58,1,46.2,3.2,1,5.9,0
28.51,227.28,3,18.2,0.3,0,1.5,1
5.48,150.87,3,44.9,3.0,0,2.5,1
141.88,75.83,2,28.0,6.3,2,9.3,1
7.91,225.26,3,35.8,0.3,1,1.8,1
85.8,193.86,1,22.0,8.8,0,7.0,1
31.46,182.31,3,27.0,3.5,0,9.6,1
28.07,192.94,1,15.7,12.0,1,1.2,1
21.57,293.66,1,78.1,0.6,0,4.0,0
7.87,281.11,1,49.3,15.0,0,2.2,0
5.83,108.8,2,39.4,4.1,0,2.2,0
7.47,247.43,3,49.6,3.4,1,1.2,1
6.19,172.99,1,56.5,2.9,1,6.5,0
45.37,179.95,3,78.2,0.1,0,7.5,1
12.93,48.46,2,23.2,11.2,0,6.8,0
1.79,139.78,1,31.9,4.1,1,9.2,0
104.31,101.23,2,82.2,0.4,1,1.5,0
64.57,199.68,2,37.5,0.1,1,3.2,0
78.83,214.26,3,11.7,0.2,2,3.4,2
158.4,25.53,2,20.9,3.8,0,2.3,1
5.73,148.68,2,11.9,3.8,1,1.4,0
15.14,217.31,1,83.3,2.8,1,4.9,0
42.59,138.8,2,30.6,1.5,1,8.3,0
35.72,193.74,3,78.3,3.0,0,9.5,1
5.01,171.07,1,83.7,2.9,1,1.3,0
50.76,170.5,3,54.4,0.1,0,8.2,1
7.63,133.72,2,12.5,1.3,0,8.2,0
7.6,77.01,1,16.0,0.2,1,3.9,0
23.1,82.71,3,45.6,9.2,2,1.1,1
26.96,192.56,2,40.1,5.2,1,9.9,0
26.03,151.17,1,54.9,15.0,1,6.6,0
2.88,141.69,1,42.5,1.4,2,9.8,0
62.98,124.57,1,79.1,8.4,0,4.8,0
9.26,131.69,3,49.6,3.7,0,4.0,1
4.16,212.81,2,61.3,2.4,0,2.5,0
65.88,129.89,3,76.3,1.0,0,9.8,1
93.47,69.54,1,20.9,5.4,0,2.5,0
59.44,194.62,1,27.0,9.4,2,0.2,1
49.75,137.71,1,17.9,1.1,0,5.1,0
31.95,151.88,2,20.3,0.8,2,3.8,1
24.01,246.45,3,47.9,4.8,0,2.6,1
2.73,148.77,2,33.8,15.0,2,6.3,1
15.75,167.35,1,41.3,5.5,1,3.6,0
13.99,79.26,3,82.7,1.3,0,4.0,0
9.02,136.82,3,21.6,2.2,1,0.2,1
38.56,186.57,1,50.0,1.9,1,5.9,1
20.55,56.68,3,17.3,7.6,0,1.2,1
2.54,162.05,1,33.6,5.9,1,2.1,0
7.46,156.05,1,49.0,3.6,1,7.2,0
34.49,152.48,1,80.1,1.3,0,3.1,0
2.38,212.23,2,39.0,11.1,3,1.6,1
57.16,170.07,2,14.8,4.2,0,5.8,1
20.5,238.68,1,38.7,14.1,0,2.1,0
19.65,90.38,1,20.8,3.5,2,2.7,0
26.92,158.16,3,27.0,6.9,0,6.2,1
52.23,155.07,3,55.7,6.7,0,7.4,1
12.82,85.84,3,15.0,1.6,1,7.4,1
34.0,207.38,1,44.4,13.3,1,4.8,1
25.02,289.48,1,55.1,0.1,0,4.5,0
9.32,148.98,1,41.2,5.9,0,7.9,0
63.27,180.3,1,11.4,13.5,1,1.9,1
47.9,155.07,2,82.9,1.7,2,1.5,1
32.23,107.18,2,37.2,4.2,0,6.6,1
57.03,40.75,2,67.6,3.3,1,4.1,1
60.59,107.65,2,34.1,5.7,0,7.1,1
36.97,66.48,1,45.2,8.0,2,2.6,0
54.42,252.25,1,38.7,3.7,0,3.2,0
35.87,143.09,2,35.3,6.8,1,9.0,0
34.2,129.24,1,11.6,1.5,0,4.2,0
28.92,203.35,1,36.6,1.0,0,5.9,0
41.92,82.69,1,75.8,2.3,0,1.1,0
5.18,103.99,1,61.1,4.5,2,1.8,0
63.83,154.08,1,20.8,0.8,1,0.4,1
61.64,211.73,3,53.7,4.6,0,4.2,2
0.89,180.1,3,76.0,2.0,1,9.9,1
52.43,164.9,1,61.8,6.4,1,8.7,0
4.14,154.69,1,21.0,0.2,1,6.3,0
12.24,174.01,2,74.2,4.4,0,8.6,0
40.82,162.1,1,32.3,4.2,0,5.9,0
5.26,88.2,1,43.6,11.3,0,3.7,0
51.11,152.76,1,48.9,5.0,0,1.7,0
53.54,85.58,1,72.9,6.4,0,6.5,0
21.25,154.86,3,78.9,9.4,5,1.9,2
0.19,121.16,3,78.8,4.5,0,4.2,1
10.15,302.36,1,10.6,1.4,2,8.3,0
28.79,147.61,1,78.2,8.2,1,1.3,0
119.19,65.75,1,14.0,5.5,0,1.3,1
29.97,141.95,1,29.7,2.2,0,2.2,0
9.03,181.16,3,48.1,5.0,0,5.5,1
30.15,250.4,2,45.5,8.1,0,2.5,1
23.29,114.63,2,54.7,14.9,1,5.0,1
45.4,55.05,3,45.5,12.2,0,3.0,1
3.39,199.01,3,79.1,1.6,0,5.1,1
42.94,67.16,3,27.8,2.2,2,2.8,1
23.38,123.83,1,30.3,0.5,0,9.8,0
98.9,134.54,1,78.1,1.1,0,4.9,0
12.55,145.82,2,15.7,8.6,1,7.4,1
30.04,191.35,1,55.1,1.8,0,7.0,0
80.66,108.98,3,60.4,3.9,0,4.9,1
3.24,133.58,2,47.4,4.4,0,2.4,0
83.05,149.14,3,61.4,6.1,1,5.1,1
34.93,158.98,1,22.8,0.8,0,6.8,0
2.11,155.87,3,73.1,1.5,2,4.6,1
10.74,176.16,1,20.4,2.4,2,0.8,0
36.95,200.63,3,39.7,1.8,1,0.2,1
2.09,173.56,1,15.6,15.0,0,3.3,0
26.18,177.22,2,50.3,7.2,0,1.5,0
12.73,55.07,3,59.6,2.6,2,9.1,1
29.1,153.01,2,79.7,8.5,0,1.8,1
1.4,178.77,2,64.7,1.7,1,3.9,0
61.56,193.74,3,50.0,6.2,1,7.1,2
108.91,108.46,2,79.0,1.0,1,8.2,1
104.1,110.46,2,45.4,5.9,1,4.8,1
41.55,115.55,1,51.5,2.4,0,1.8,0
4.18,182.18,3,54.1,0.5,0,2.7,0
42.6,212.03,2,40.3,1.3,3,4.2,1
0.75,125.55,2,72.0,2.1,1,3.6,0
0.67,204.48,1,23.7,5.5,2,3.5,0
11.73,157.41,2,51.1,0.3,1,1.3,0
20.12,142.54,1,63.4,4.3,1,9.1,0
44.14,137.32,1,76.9,5.0,2,0.3,0
34.49,194.8,2,75.4,4.2,1,4.4,1
17.71,169.53,1,47.6,5.7,0,9.8,0
9.59,286.55,1,57.6,0.8,1,6.6,0
175.55,98.87,2,39.2,3.5,1,3.6,1
16.66,181.09,1,44.6,11.3,0,1.5,0
18.01,118.25,1,77.1,3.8,0,9.6,0
5.36,97.84,1,78.9,3.8,1,0.1,0
47.51,149.35,2,76.3,5.3,0,6.8,0
35.49,158.24,2,20.2,1.6,0,8.8,0
7.48,325.09,2,72.9,4.8,0,0.3,1
2.58,138.95,1,80.2,9.9,0,7.3,0
34.23,82.19,1,36.7,0.0,1,10.0,0
31.88,166.38,1,48.4,8.2,0,6.4,0
9.58,25.52,2,67.7,1.0,2,4.1,1
90.39,144.48,3,51.6,2.4,1,8.7,1
4.91,150.96,1,83.5,7.7,2,5.5,0
16.99,197.68,1,43.7,6.9,0,7.5,0
86.27,208.42,1,62.8,8.9,1,5.9,0
16.33,119.79,2,68.7,11.3,1,0.4,1
30.53,140.96,2,46.6,2.4,0,2.1,1
15.2,104.03,2,73.4,4.3,1,0.8,0
9.62,82.32,3,50.4,2.0,0,1.1,0
124.01,168.59,2,40.5,1.7,1,0.2,1
15.8,73.58,1,18.0,2.3,0,4.2,0
67.36,125.12,1,39.1,5.4,1,1.8,0
7.84,90.29,2,64.3,2.8,1,8.6,0
7.19,182.98,2,78.2,6.7,0,7.5,0
0.95,258.09,2,28.6,5.5,1,5.7,0
31.64,71.9,2,36.3,0.1,0,4.9,0
13.79,38.82,2,21.4,4.0,1,2.6,0
59.93,142.51,3,61.1,2.3,1,4.7,1
19.23,150.94,2,81.1,2.4,0,6.4,0
103.44,163.12,3,57.4,6.8,1,7.8,2
6.16,123.22,1,55.7,3.2,0,0.8,0
60.89,137.96,2,51.0,8.7,1,7.1,1
44.96,172.05,3,16.5,5.0,0,7.4,1
44.21,212.43,1,64.0,3.2,0,5.6,0
55.89,32.7,3,54.6,5.6,0,2.1,1
42.94,127.86,2,58.9,0.2,0,5.4,0
29.52,162.83,1,76.5,0.1,1,5.0,0
4.22,94.92,2,68.0,0.3,0,4.8,0
0.99,253.87,1,67.8,2.3,1,4.6,0
76.09,111.88,3,78.6,1.1,0,1.1,1
28.76,147.52,3,83.3,15.0,0,1.8,1
47.77,183.36,1,53.0,3.1,0,1.0,0
19.71,114.52,1,18.1,4.3,1,2.4,0
3.74,39.21,2,44.0,1.3,1,2.6,0
4.01,124.28,1,68.3,1.6,2,2.5,0
34.71,211.77,1,12.1,1.6,0,2.1,0
16.88,129.79,2,14.2,4.8,1,7.4,0
6.71,99.21,1,15.0,2.6,0,8.2,0
20.29,205.54,1,64.1,2.9,1,3.3,0
1.99,130.15,3,47.1,3.6,1,3.1,1
26.17,119.39,3,37.3,5.9,2,8.4,1
9.4,158.97,3,17.8,0.4,1,6.2,1
47.92,196.25,3,64.2,6.0,1,2.9,1
11.15,292.9,1,33.8,3.3,1,7.1,0
18.22,199.63,1,29.6,4.4,0,3.4,0
0.35,219.59,1,58.3,1.6,1,5.9,0
2.26,119.64,3,51.4,2.1,0,9.9,1
14.95,88.45,3,36.8,1.1,0,3.0,1
19.61,153.74,2,57.5,15.0,2,9.3,1
27.49,156.43,3,30.1,2.7,2,3.2,1
10.35,85.29,2,68.8,15.0,0,5.4,1
35.62,139.48,1,27.0,2.7,0,4.6,0
59.01,173.96,2,21.8,1.0,1,7.8,1
45.4,171.62,1,67.9,2.8,1,0.6,0
1.21,180.26,1,62.4,0.2,1,6.3,0
19.65,167.46,2,23.5,9.4,0,7.6,1
3.33,119.58,2,18.6,6.8,1,4.7,0
8.31,119.17,2,72.0,5.2,1,1.1,1
129.52,78.06,2,67.5,3.8,2,2.4,1
4.61,257.09,1,34.2,3.5,1,6.8,0
20.73,150.81,2,58.7,15.0,0,9.0,1
28.88,136.51,2,19.2,1.3,2,4.2,1
36.37,94.27,1,47.5,6.1,0,5.6,0
24.61,326.14,3,11.4,3.5,1,2.3,1
0.29,85.6,2,39.0,14.9,2,4.1,1
11.86,124.27,2,15.5,7.0,0,3.4,0
21.88,174.95,3,45.2,15.0,0,6.6,1
2.76,186.01,3,41.2,3.6,2,9.8,1
12.95,207.48,3,42.9,0.9,1,8.1,1
1.01,258.46,1,13.4,2.8,1,1.9,0
2.46,180.37,1,36.8,5.0,0,5.8,0
15.17,86.64,1,66.0,6.0,2,0.7,0
4.27,134.58,1,37.3,0.0,1,2.5,0
25.15,168.47,3,62.9,2.8,0,1.7,1
35.08,274.09,2,37.3,1.1,0,3.4,1
48.37,66.13,1,41.3,8.3,3,6.8,1
6.7,222.15,1,51.7,0.7,0,5.0,0
5.5,160.79,1,80.4,4.4,0,9.3,0
3.31,200.27,2,18.1,1.2,0,2.1,0
30.35,143.88,2,12.4,1.8,2,3.6,0
36.77,99.45,3,55.0,11.3,1,3.3,1
0.96,195.05,3,80.2,1.1,0,2.4,1
82.57,189.27,1,83.2,0.4,1,9.9,1
1.6,208.32,1,45.8,0.3,0,3.9,0
23.38,149.2,1,44.6,2.8,1,9.4,0
37.04,114.01,1,57.7,4.1,0,3.9,0
61.43,56.47,3,51.1,1.6,0,2.0,1
37.56,199.16,2,56.9,4.7,1,1.2,1
48.54,175.43,2,74.7,0.3,1,8.6,1
12.44,92.05,2,65.2,7.8,1,0.3,0
50.59,117.69,1,46.8,6.8,0,9.6,0
2.51,121.99,1,44.2,15.0,1,4.2,0
67.56,61.02,2,57.3,11.0,1,2.5,1
23.8,100.94,2,43.7,1.8,1,6.2,1
51.0,81.97,1,43.9,2.0,1,1.3,0
18.06,125.25,2,11.2,5.5,0,0.7,1
30.95,105.68,3,22.9,0.6,0,8.3,1
22.42,52.38,2,46.2,1.5,0,4.2,0
39.46,271.36,2,70.9,0.5,2,5.2,1
2.55,225.15,2,30.6,2.4,1,1.8,0
1.87,103.26,2,48.7,3.2,3,0.6,1
8.51,166.35,3,35.5,0.9,1,3.7,1
5.21,175.05,3,17.8,0.1,1,5.1,1
61.62,221.47,1,80.9,5.1,1,7.7,0
7.42,100.88,2,73.2,0.1,1,5.0,0
111.72,215.53,1,15.8,14.5,1,7.8,1
12.32,117.13,1,63.3,1.0,2,1.2,0
6.03,69.85,2,35.7,4.4,1,0.6,0
46.78,193.45,3,83.6,2.3,2,1.6,1
32.25,227.45,1,32.4,0.2,2,7.7,0
20.69,305.27,1,27.7,2.6,0,7.6,0
24.31,78.02,1,52.0,2.9,0,1.4,0
38.1,191.94,2,71.8,7.7,1,0.3,1
7.78,125.41,1,24.2,5.3,1,6.9,0
168.26,197.0,1,62.5,0.3,0,8.6,1
110.42,61.77,2,14.5,0.9,1,7.5,1
31.52,74.23,1,78.0,1.5,2,2.0,0
6.68,103.45,2,16.0,0.5,0,5.8,0
34.2,154.74,3,77.7,2.4,1,7.6,1
2.25,111.54,1,46.3,15.0,1,2.6,0
0.93,189.54,2,43.2,2.9,0,5.3,0
8.94,211.61,2,82.0,5.4,1,3.1,0
18.63,185.97,2,83.3,4.6,0,2.3,1
60.81,247.13,2,58.1,7.6,1,9.7,1
38.97,174.95,1,19.4,1.0,0,9.1,0
40.73,76.99,3,47.5,5.6,0,4.5,1
16.63,231.8,3,49.2,8.5,0,1.4,1
12.74,113.69,1,48.1,0.8,0,7.3,0
13.91,204.63,1,52.1,1.7,0,2.6,0
131.82,244.42,1,11.4,14.0,0,1.7,1
1.23,177.4,1,62.6,6.1,1,3.8,0
60.53,60.23,2,62.7,1.3,4,5.3,1
25.93,94.91,1,18.5,3.3,0,1.0,0
17.32,229.36,1,52.2,2.1,1,5.7,0
38.76,139.85,3,52.1,2.7,0,0.2,1
20.01,154.77,1,60.5,1.8,1,8.9,0
62.01,195.53,3,16.3,1.3,3,9.2,1
69.29,191.78,2,56.4,4.5,0,7.3,1
16.43,166.73,1,30.8,6.0,1,4.7,0
9.72,137.48,2,47.5,8.3,1,2.5,0
26.92,131.24,2,67.2,0.7,2,7.4,1
73.04,201.47,1,62.2,6.9,0,9.3,1
7.1,183.21,1,18.8,1.2,0,1.6,0
29.26,134.56,2,53.7,2.2,0,4.7,0
29.95,214.93,3,81.7,9.3,0,3.2,1
39.63,142.26,2,21.6,2.4,1,3.6,1
4.23,98.9,1,73.1,0.9,1,4.1,0
37.74,104.46,2,62.0,0.7,0,9.5,0
71.92,91.28,2,67.3,2.6,0,2.6,1
5.94,133.66,2,30.9,5.8,2,4.9,0
8.14,224.02,2,31.3,15.0,0,9.5,1
106.63,101.69,2,77.0,6.2,0,4.8,1
5.99,161.31,3,36.6,8.4,0,8.6,1
57.8,110.6,2,14.7,5.5,0,0.6,1
20.33,134.38,2,54.4,9.0,2,9.5,1
8.52,59.4,1,19.2,0.3,1,1.9,0
61.38,136.77,3,68.9,10.6,1,9.8,1
17.68,138.38,3,57.5,2.0,1,1.8,1
21.7,182.42,1,74.7,10.2,0,4.4,0
13.35,163.4,2,68.1,0.3,1,3.1,1
26.96,78.1,1,18.3,5.0,0,4.3,0
5.36,215.05,3,38.2,5.3,0,2.5,1
14.88,162.62,2,67.3,15.0,1,9.7,1
104.61,161.9,1,40.9,5.9,1,3.1,1
8.96,149.45,3,82.0,1.9,0,6.5,1
32.08,118.93,1,64.4,3.3,1,1.4,0
11.8,163.07,3,11.1,1.8,1,8.2,1
44.55,178.54,2,75.1,0.9,1,5.4,1
4.21,45.19,1,17.5,1.1,0,9.8,0
105.02,117.67,1,20.4,1.0,2,4.2,0
18.14,134.7,1,64.4,3.2,0,2.0,0
8.08,165.37,2,74.0,9.5,0,3.5,0
2.29,221.6,2,49.7,9.8,0,7.4,1
5.58,103.7,1,31.4,0.2,1,6.6,0
22.0,120.12,1,36.0,0.3,1,7.8,0
12.33,119.25,1,35.4,1.1,0,0.7,0
52.96,101.91,2,34.2,1.2,0,5.8,1
16.91,129.17,2,28.0,0.4,0,9.3,0
8.58,196.25,1,55.1,2.0,2,1.1,0
28.8,86.77,2,76.6,3.5,3,0.9,0
36.8,175.67,1,32.7,3.5,1,7.2,0
5.48,47.89,3,23.8,3.1,0,3.2,1
5.5,116.32,3,72.1,1.7,0,6.6,1
1.12,130.23,2,64.9,4.9,2,5.5,1
40.0,250.49,3,78.9,7.0,1,9.9,1
32.7,133.51,3,22.2,1.7,2,8.9,1
19.31,17.93,3,20.7,0.4,1,6.8,1
55.77,30.07,2,50.1,1.4,0,2.6,0
49.15,152.04,1,55.5,0.6,1,2.6,0
26.41,186.83,1,45.5,2.5,1,8.8,0
60.81,172.53,1,54.3,0.7,0,5.9,0
6.91,160.05,2,23.3,2.5,3,7.9,1
3.56,219.74,1,45.5,1.0,4,4.5,0
9.43,117.62,1,58.7,5.4,0,1.0,0
1.76,203.69,2,42.0,0.1,0,3.3,0
22.73,52.08,1,60.3,3.2,3,1.6,0
82.75,95.7,2,43.4,0.7,1,7.8,1
1.2,41.58,3,34.7,0.0,1,7.0,1
3.91,133.51,2,32.5,8.1,1,0.9,0
18.06,147.22,2,40.4,4.5,1,6.2,0
81.49,156.85,2,11.7,0.4,1,8.7,1
11.4,153.71,2,59.5,4.4,1,7.0,0
21.23,94.35,1,72.5,3.8,0,5.1,0
1.27,138.59,3,36.2,2.6,1,3.1,1
4.82,60.15,1,13.4,2.2,0,8.9,0
129.44,231.79,1,83.0,8.7,1,4.2,1
100.67,131.78,3,29.5,1.1,0,8.6,1
0.15,120.67,1,19.4,2.0,0,7.8,0
90.98,245.34,1,37.4,1.6,1,8.2,1
30.58,75.47,1,64.7,5.9,0,9.9,0
60.73,82.46,1,31.7,9.9,0,7.5,0
18.19,84.23,1,52.5,7.6,1,0.3,0
21.75,145.93,1,40.8,6.4,2,2.1,0
20.13,175.9,2,18.7,15.0,1,0.4,1
32.98,194.38,3,34.4,4.8,0,1.9,1
4.51,304.32,1,63.6,5.6,1,0.6,0
0.91,15.03,3,55.3,15.0,0,5.0,1
11.04,186.52,1,18.9,0.0,0,0.3,0
36.59,116.57,1,22.1,4.0,0,4.7,0
6.76,114.82,1,57.4,5.4,0,9.0,0
33.57,112.81,2,70.2,10.0,2,7.5,1
105.11,95.47,2,35.9,8.6,0,9.4,1
2.96,251.07,2,54.1,7.4,0,2.3,1
33.5,200.54,3,22.6,11.7,0,5.3,1
17.6,151.39,2,33.0,3.1,0,3.2,0
60.78,231.06,2,11.5,0.0,0,4.9,1
5.85,59.25,3,66.9,0.0,0,5.6,0
35.39,70.16,1,39.7,3.1,1,0.4,0
54.63,19.32,1,70.4,2.3,0,2.3,0
86.8,108.04,2,62.4,2.4,4,7.0,1
34.49,159.7,2,71.3,2.0,1,7.7,0
20.63,156.17,1,31.1,10.0,1,5.7,0
28.86,158.96,1,23.7,1.8,1,2.7,0
60.95,65.34,2,81.9,7.8,0,4.1,0
25.36,198.19,2,63.1,9.3,1,1.0,1
0.93,164.38,1,71.7,2.8,3,9.5,0
80.19,193.98,3,11.0,2.4,0,8.7,1
35.09,36.43,3,36.2,5.7,1,0.7,1
33.86,168.69,2,65.0,4.9,1,1.7,1
7.29,78.73,2,15.8,1.6,0,5.8,0
32.27,126.16,3,52.0,0.4,2,2.3,1
15.02,182.06,1,41.8,1.2,1,9.3,0
31.6,155.47,1,11.3,0.6,0,7.6,0
3.38,98.91,2,27.5,1.4,1,2.7,1
32.17,150.38,3,31.1,1.2,1,0.1,1
200.0,58.11,1,18.3,4.1,1,8.0,1
1.48,219.02,3,56.7,12.4,0,4.2,1
113.4,137.68,2,27.9,4.6,1,6.4,1
15.67,217.11,1,30.5,10.5,3,2.9,0
61.38,118.41,1,76.5,6.1,0,1.4,0
45.75,118.59,1,44.6,5.2,0,6.8,0
25.11,104.15,3,39.0,2.1,0,4.5,1
40.23,202.57,3,63.6,1.6,1,2.4,1
63.24,107.43,2,77.3,7.5,1,1.4,1
15.53,188.68,3,11.9,9.4,0,5.8,1
11.88,127.05,3,43.2,2.4,0,7.3,1
33.04,31.44,2,55.2,0.0,1,2.8,0
49.48,115.78,2,33.6,6.3,1,7.4,1
43.1,79.25,2,67.2,1.3,3,1.8,1
47.96,152.03,2,81.9,0.0,0,3.4,1
17.16,78.58,1,79.8,6.5,1,7.4,0
51.09,205.56,2,29.7,2.9,0,6.6,1
3.84,144.54,1,26.7,4.6,0,2.7,0
23.59,139.34,3,80.9,9.8,1,1.2,1
0.17,189.35,3,43.9,3.1,1,0.4,1
11.77,207.83,1,25.4,2.8,1,8.4,0
13.69,148.79,1,62.3,1.4,1,0.8,0
15.13,103.73,2,31.0,1.5,0,1.1,0
35.67,43.56,2,29.8,6.4,0,2.4,0
14.76,108.84,1,75.1,2.4,1,4.5,0
17.86,112.97,2,22.0,0.7,1,7.9,0
8.14,156.42,1,14.8,0.4,1,2.5,0
14.02,129.29,1,29.9,2.6,0,5.4,0
7.73,191.28,1,54.9,2.5,2,0.9,0
2.28,113.22,1,19.1,4.2,1,4.6,0
27.75,146.58,3,44.9,2.5,1,1.8,1
33.1,221.04,3,56.4,0.6,1,2.1,1
28.99,170.51,2,72.8,2.8,0,3.7,1
18.68,146.4,2,27.0,9.5,0,7.6,0
14.33,113.88,1,70.5,0.7,2,7.4,0
59.71,112.01,2,27.4,4.7,1,4.1,1
21.96,98.96,1,60.1,3.6,1,1.2,0
19.57,117.54,2,41.9,5.5,1,2.8,1
0.78,195.34,3,18.5,0.7,1,5.1,1
12.52,136.69,1,62.9,11.4,2,8.7,0
14.35,69.01,3,26.1,3.9,0,9.7,1
15.27,256.09,1,23.1,7.5,0,6.4,0
26.04,169.2,1,36.5,1.1,0,3.5,0
22.88,65.58,1,58.3,5.4,1,6.9,0
28.09,123.49,1,27.3,6.1,1,3.4,0
43.43,156.65,1,23.6,2.0,0,6.3,0
50.3,252.28,1,10.7,1.9,0,2.4,0
37.99,83.51,2,44.9,4.3,0,2.7,0
93.38,208.56,1,41.7,0.4,3,0.8,1
0.55,233.97,2,27.3,5.3,0,4.2,0
6.54,112.28,3,14.0,0.2,0,6.2,0
0.23,133.35,2,41.8,0.8,2,7.9,0
31.28,87.82,1,68.3,4.4,0,8.1,0
68.49,137.79,1,62.9,0.4,2,9.9,0
8.37,147.8,3,73.7,14.3,1,0.9,1
78.53,189.58,2,10.7,8.1,1,4.9,1
1.86,215.41,2,81.5,3.9,0,5.2,0
81.74,105.11,1,35.3,6.8,0,8.0,0
13.0,31.96,2,83.3,8.7,0,2.7,0
3.21,148.73,1,28.7,1.2,1,0.7,0
19.96,167.61,3,44.9,7.6,1,3.1,1
8.9,164.97,3,36.2,0.9,0,9.8,1
10.06,130.4,1,36.3,2.1,0,9.0,0
11.01,157.49,2,72.3,3.3,2,4.0,0
48.74,240.93,1,65.2,5.0,0,8.8,0
23.24,172.9,2,83.4,0.1,1,0.3,1
11.19,127.6,3,55.4,1.4,1,3.1,1
28.27,119.99,2,44.3,3.8,0,7.3,0
37.78,139.81,1,16.7,1.8,0,2.2,0
9.55,248.2,1,83.7,6.0,1,2.0,0
16.01,139.0,3,50.8,4.2,0,8.6,1
3.9,148.81,2,61.8,1.1,2,6.2,0
6.0,121.06,2,40.1,0.6,2,9.9,0
34.29,215.94,1,50.5,4.0,0,1.3,0
6.01,267.59,1,79.8,2.4,1,3.6,0
22.34,177.04,3,22.3,0.7,1,3.1,1
37.04,154.97,2,31.6,1.6,1,8.8,0
3.39,152.21,2,21.3,1.4,1,2.6,0
25.13,6.94,2,68.6,0.5,0,3.5,0
8.89,194.71,3,14.6,3.2,1,1.4,1
98.85,158.05,1,16.0,5.8,1,7.8,1
19.82,175.7,1,32.1,3.4,1,2.4,0
49.2,107.31,2,48.0,7.0,0,0.7,1
23.97,126.93,2,40.1,0.5,0,4.4,1
1.33,125.34,2,13.3,2.3,0,3.9,0
30.08,211.3,3,80.9,3.8,1,1.8,1
90.73,127.27,1,80.5,4.5,0,1.3,0
27.61,274.96,1,30.7,4.8,0,9.0,0
51.31,175.85,3,64.1,5.2,3,0.7,2
64.68,73.46,2,52.8,4.2,1,1.0,1
7.77,142.29,2,27.6,0.4,0,2.5,0
7.15,110.9,2,29.4,4.8,1,9.5,1
28.32,18.34,2,46.3,5.2,0,0.9,0
15.88,245.97,1,41.0,15.0,0,8.2,0
54.95,192.19,3,31.6,4.7,0,8.9,1
69.08,181.99,3,69.8,4.6,0,3.8,2
13.08,159.92,2,45.6,2.9,1,2.9,0
8.11,67.08,2,58.5,8.1,2,6.8,0
45.5,120.98,1,24.0,15.0,2,7.0,0
9.64,200.51,1,49.5,6.0,0,7.8,0
51.88,86.93,1,33.5,3.8,1,8.3,0
16.54,0.0,1,49.0,0.3,0,2.7,0
33.04,136.37,3,67.8,5.2,0,6.9,1
3.01,141.49,3,66.9,4.9,2,1.3,1
29.33,158.13,2,36.2,6.0,2,5.1,1
18.03,193.71,2,61.4,0.5,0,6.1,0
26.5,188.26,1,79.7,4.2,0,1.6,0
5.52,165.53,3,56.3,1.4,1,0.8,1
40.05,221.73,1,21.0,5.7,0,1.9,0
59.59,58.86,1,60.3,1.1,1,4.2,0
7.33,180.27,2,17.8,4.6,1,8.9,0
3.02,187.59,3,74.5,1.4,1,5.3,1
0.72,75.63,3,48.2,0.0,0,7.5,1
30.81,59.83,1,38.5,4.0,2,1.7,0
28.03,105.24,3,14.2,0.5,1,1.1,1
23.74,110.31,1,38.2,4.3,2,2.4,0
7.92,195.21,1,76.8,10.4,1,3.1,0
14.87,113.13,3,11.6,13.9,2,5.5,1
27.08,98.62,3,45.1,1.1,0,8.8,0
20.6,113.3,2,78.9,6.6,0,4.3,0
132.15,217.12,2,39.2,1.7,1,5.2,1
4.4,150.78,3,41.7,9.2,0,0.0,1
35.64,139.24,3,52.8,6.2,0,0.3,1
15.54,143.4,3,44.3,0.3,0,0.8,1
16.77,227.52,2,22.5,2.1,1,7.0,1
37.93,105.05,3,11.4,1.6,0,4.9,1
35.37,228.93,3,55.1,6.2,2,1.9,2
142.18,162.63,1,78.1,2.1,0,5.9,0
4.12,140.37,3,17.9,4.6,1,5.4,1
3.3,300.05,2,25.6,3.7,1,0.9,1
38.66,86.66,1,37.4,14.9,0,6.4,0
25.91,128.78,2,69.8,11.1,0,7.7,1
9.61,76.05,1,29.9,2.2,0,2.9,0
2.48,207.15,2,75.3,5.1,5,6.9,1
2.69,251.35,3,14.1,7.1,1,2.0,1
67.38,250.2,1,79.6,9.2,0,7.6,0
6.39,223.44,2,51.5,0.3,2,9.1,1
11.72,138.14,3,58.7,1.4,1,4.4,1
7.71,128.09,2,37.2,1.5,2,2.4,1
13.15,49.73,1,67.9,2.3,2,4.0,0
2.16,272.15,2,22.3,0.7,1,2.5,0
21.96,178.14,2,13.6,2.7,0,0.0,1
